Binary source ID,True distance [pc],True RA [deg],True Dec [deg],Primary stellar mass [M_\odot],Secondary stellar mass [M_\odot],Apparent stellar mass [M_\odot],Primary G-band mag,Secondary G-band mag,Apparent G-band mag,True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
258,112.92361,127.8393284158287,-62.365498973908714,0.34369,0.33636,0.43115,15.76748,15.8438,15.05239,821.24489,88.24484,0.45206,185.94387,187.3504,117.57436,6.99086,807.05596,88.69913,0.43324,183.9774,177.2183,105.71021,112.7569,112.87592,112.99695,800.92652,806.86013,812.9229,6.5362,7.42723,10.39799,0.27103,0.52264,0.96432,83.2707,88.62537,93.85175
259,97.94379,358.77609563777685,-15.918633823008628,0.22077,0.20391,0.31112,16.12697,16.31391,15.46384,3972.85026,20.0119,0.78266,122.85968,245.63905,197.82868,9.52109,4249.55406,26.40895,0.73397,358.85162,16.82718,250.55177,97.51,97.68409,97.86068,4106.10014,4332.35061,4611.23377,9.2363,9.64936,10.17047,0.69768,0.75366,0.80932,18.75918,26.3726,33.38744
260,237.18779,79.83621623727934,67.32875714016042,0.2987,0.28578,0.42686,16.9947,17.10299,16.29492,1734.56731,166.09993,0.47633,169.476,231.24097,23.44954,7.80365,1750.96762,155.01352,0.68795,79.91679,138.12997,1750.95035,236.48812,237.74049,239.05375,1704.76572,1747.61286,1794.50543,8.39063,13.68181,48.28156,0.62037,0.89848,0.99205,101.17662,123.44583,141.74009
261,153.94394,295.8606751844517,-13.109262171336823,0.24579,0.23587,0.35899,16.91651,17.03537,16.22174,3744.20853,30.44075,0.55461,143.93395,106.15383,67.99963,7.04911,2951.47886,40.11867,0.26964,189.93803,58.14847,54.30685,152.40324,153.01902,153.63788,2858.61108,3020.03861,3353.8973,6.47481,7.23415,8.09887,0.15544,0.33379,0.53799,33.66868,43.52922,51.6274
262,78.7494,49.193908733739434,71.67609584281058,0.21254,0.20146,0.31856,15.89439,16.02224,15.20386,2792.24031,138.36233,0.39231,60.0658,251.67699,412.24945,6.26198,2797.18435,136.77092,0.34514,236.01388,69.94412,390.25139,78.6607,78.73026,78.80205,2775.08538,2798.11641,2821.86442,6.11049,6.26533,6.42791,0.3113,0.34611,0.38201,134.50974,136.70174,139.01964
263,685.30711,1.4478854507162295,49.58762364828889,0.88213,0.87776,1.06472,15.08127,15.11485,14.34535,2205.50658,13.43201,0.19517,286.33289,111.87438,63.67087,11.84855,2185.24371,38.49044,0.27362,336.18058,37.34158,2113.81618,683.42471,687.6749,692.20487,2132.263,2208.15847,2286.46917,11.36272,13.52327,18.86945,0.1006,0.37249,0.81467,36.44762,51.04764,65.26854
264,128.14982,284.91714922290674,32.14473815823658,0.37846,0.37177,0.51356,14.98495,15.03209,14.25569,1550.16337,85.56838,0.47976,24.65419,72.61586,170.02036,4.32225,1525.99355,86.94735,0.43206,18.92498,68.14597,148.69416,128.00051,128.1156,128.2311,1507.04101,1525.31855,1544.14344,4.0519,4.37404,4.78121,0.27699,0.43654,0.62049,82.46008,86.89747,91.24184
265,173.25297,346.7385887095789,58.74915138496635,0.53892,0.52957,0.63222,14.92104,14.99938,14.20693,482.20062,133.60429,0.11804,283.4862,236.75564,3.77886,10.70398,485.25109,125.25204,0.10162,321.29084,63.4101,292.10775,173.1337,173.35075,173.56874,482.97844,485.28459,487.42943,9.94733,10.89319,11.86506,0.04409,0.14254,0.27775,117.5733,124.13354,132.14032
266,250.89682,180.2135812110341,30.05127119716737,0.63092,0.62432,0.72279,14.66441,14.73009,13.94418,2965.09228,83.59757,0.37878,160.16273,304.40531,185.92537,12.56098,2842.02264,88.5927,0.33996,3.1621,122.03506,366.85027,248.9714,249.51851,250.06829,2795.32804,2848.13906,2907.63908,11.96172,12.59953,13.27787,0.24428,0.34176,0.45241,86.70123,88.67892,90.67601
267,106.34592,119.54976241251455,-21.62526368288507,0.12911,0.12439,0.17577,18.63783,18.78133,17.95464,1634.15274,102.31999,0.23814,280.83476,239.94736,43.33825,4.75988,1586.89688,90.36638,0.10634,129.20587,69.15247,116.19227,105.96447,106.60758,107.23729,1536.95658,1591.76945,1670.92883,4.38495,5.26493,7.20631,0.10425,0.3505,0.84909,81.95143,90.82931,100.0387
268,252.37446,5.501161394965483,-54.31265557393659,0.44517,0.43949,0.5969,16.12503,16.1713,15.39534,2975.05838,60.13291,0.18211,280.06894,79.98697,228.03263,4.40443,2791.17737,57.76726,0.25317,157.50544,92.09095,2204.30976,252.04929,252.85876,253.65547,2684.59172,2835.85749,3061.63442,3.99608,4.84796,8.07774,0.09143,0.33921,0.94402,49.7067,63.0117,75.03198
269,204.17143,108.91724928761134,-42.850288987276286,0.37519,0.36416,0.50137,16.09513,16.17215,15.38039,2502.85117,87.16232,0.75949,153.53498,246.35647,57.9443,5.83228,2447.90559,82.68301,0.44855,335.76623,63.59482,41.32473,204.21995,204.69272,205.16275,2367.05556,2442.03956,2519.63255,6.31212,12.02466,67.81635,0.58453,0.98339,0.99966,74.46573,84.35883,89.80709
270,185.93888,235.91934122026058,77.63597041394043,0.28773,0.26953,0.40111,16.92815,17.11361,16.26435,799.30189,128.10958,0.24251,353.99872,337.52842,67.69572,12.29142,790.52975,127.86594,0.16416,132.53665,140.95034,2.85197,185.31278,185.91886,186.54415,781.45778,789.83586,798.43648,11.509,13.1998,15.42888,0.06687,0.23291,0.55574,115.34881,124.13924,134.58854
271,218.20619,89.23994028053092,-15.44108050805189,0.3958,0.38185,0.52216,16.26561,16.37223,15.56503,1454.42426,47.99005,0.37619,201.79105,193.05342,170.74843,9.47056,1476.24221,62.86335,0.16586,300.15003,168.60413,455.51685,217.60368,218.40135,219.17271,1455.92309,1482.65457,1512.40021,8.48454,9.61013,10.86222,0.05897,0.19343,0.40101,55.2021,62.8747,70.18004
272,173.56692,281.6995902743909,3.4727101557133055,0.51223,0.50833,0.63048,14.98714,15.02135,14.25153,1695.42572,100.95535,0.68648,123.84249,306.13379,57.76936,4.6921,1729.23895,100.05954,0.3942,294.31505,126.31078,1693.01398,173.0905,173.39386,173.69556,1682.4271,1718.98126,1757.07632,4.27339,4.95071,6.44908,0.24706,0.48117,0.78033,94.23013,99.90984,106.26984
273,45.74106,97.81812635166243,5.860287166925099,0.25267,0.2486,0.371,14.32964,14.37298,13.59852,1147.2408,115.40833,0.76114,260.10228,155.35017,123.08842,3.42052,1132.526,114.63733,0.87576,257.14878,154.68414,115.27601,45.7269,45.7456,45.7645,1128.5697,1137.27812,1148.09591,2.58445,4.18257,9.15702,0.7754,0.91839,0.98341,99.30795,109.61192,120.99282
274,110.75576,185.58446849412866,9.75332132539643,0.57949,0.57365,0.68279,13.33065,13.38438,12.6046,845.21502,59.2725,0.34477,42.77946,317.01936,98.7747,9.91298,839.52671,59.04419,0.5153,224.37821,138.37359,107.05371,110.76541,110.8739,110.9827,835.77187,839.69211,843.70994,9.18341,10.15817,11.89253,0.41354,0.54732,0.70622,55.553,59.79363,63.77201
275,121.7071,274.10054780782616,-26.703801879468212,0.22926,0.21809,0.33812,16.81619,16.95249,16.12963,2410.84699,91.30324,0.30089,83.39803,158.13453,47.135,7.13338,2444.91456,89.55895,0.18381,73.84109,154.46876,2436.82346,120.26474,120.60862,120.95862,2421.41088,2469.4022,2519.08508,6.40527,6.9238,7.47357,0.05532,0.16033,0.28309,84.45035,89.32724,94.07617
276,167.61723,50.37313362212942,29.51231107426794,0.41116,0.40338,0.55968,15.40489,15.47072,14.68473,1155.8794,52.7889,0.14275,255.63853,32.64682,50.61025,8.33376,1181.5981,57.75802,0.504,281.4198,7.79169,53.741,167.52229,167.89216,168.25356,1168.10469,1179.17626,1189.39932,7.59705,8.4546,9.6685,0.37995,0.5064,0.64887,50.52795,58.98342,66.44996
277,44.83926,68.60800941630559,71.96902965985444,0.4337,0.42794,0.51742,12.87205,12.92389,12.14508,143.53433,103.33581,0.36675,1.60258,168.54931,4.96551,5.66484,143.36122,95.60483,0.36485,333.26827,160.63706,139.19645,44.83098,44.84172,44.85241,143.20086,143.36061,143.51841,5.32447,5.73958,6.19748,0.22075,0.37208,0.53203,92.18905,95.31766,98.50902
278,120.22987,152.39399763098206,-56.288107990683656,0.43354,0.42109,0.39864,15.16504,15.28481,14.4707,3443.87563,82.76186,0.48915,306.8834,287.87064,373.81267,11.93952,3412.4781,82.75195,0.49229,123.76301,106.04548,344.59797,120.17248,120.28052,120.38905,3335.76001,3425.42717,3535.88484,11.71607,11.97225,12.24581,0.46365,0.49642,0.53012,81.98198,82.83918,83.67883
279,83.8596,158.57273087901638,26.570160357392197,0.3083,0.29468,0.43409,15.02459,15.1625,14.33878,872.21673,148.30588,0.77436,62.14407,264.24004,13.14018,9.3122,869.20424,161.95463,0.73176,222.53564,66.57429,8.70531,83.96816,84.04612,84.12351,867.19604,869.01952,870.83681,9.13226,9.87303,11.66242,0.69831,0.75672,0.83455,142.41977,151.6555,159.85302
280,222.6693,275.3012505360378,14.2174362857056,0.22214,0.20241,0.32058,17.43993,17.63616,16.78104,3295.17111,45.6952,0.80816,34.29843,253.50195,88.91458,7.92872,3057.93649,63.09171,0.50097,181.8347,123.6553,174.40076,220.87083,222.44189,223.98965,3060.67818,3388.97574,4365.37519,8.19486,18.86634,78.03523,0.6892,0.9824,0.99878,53.4586,71.17159,84.04057
281,56.37261,52.93316866870482,-26.030227789347453,0.48156,0.47906,0.58583,12.94575,12.9667,12.2036,417.97803,74.26526,0.21695,340.14359,37.04751,53.55565,2.88983,419.18718,69.11808,0.51478,6.477,31.21798,71.36121,56.35706,56.37759,56.39754,417.6217,419.15723,420.59728,2.67817,3.00762,3.63423,0.37394,0.56877,0.86478,60.26638,68.54213,74.15034
282,211.08758,56.18877760474016,65.36050903251198,0.97506,0.96699,0.9443,11.60722,11.65381,10.87769,398.71038,59.49,0.34964,202.43644,256.60773,37.21432,12.01754,396.37421,66.7447,0.53335,30.21258,70.71572,41.75659,211.22509,211.52335,211.83492,394.41433,396.46054,398.41011,11.27525,12.96283,19.13061,0.36768,0.60972,0.92907,58.30405,68.23333,77.52545
283,119.81778,121.04069361421108,0.4251646582451496,0.41218,0.40783,0.51269,15.18464,15.22445,14.45179,2665.74697,39.55666,0.42216,338.207,284.02234,372.03828,3.92869,2655.01075,40.37145,0.18886,189.84267,74.68863,392.59403,119.79012,119.95213,120.10977,2613.54779,2659.81202,2707.63819,3.66718,3.97201,4.27917,0.08037,0.18099,0.29058,33.85612,41.57975,47.83048
284,380.95269,257.93028932796705,-68.02466172155938,0.46668,0.45293,0.60316,16.94424,17.06363,16.24972,3381.59483,60.78221,0.5077,117.01996,125.94416,389.07052,12.14485,3187.86615,57.7679,0.31816,142.48885,109.71145,518.34773,372.03593,374.87271,377.80122,3090.65132,3363.55345,4177.3662,11.5953,12.96847,15.79211,0.23377,0.46355,0.76612,51.66155,61.2477,69.87594
285,102.46941,298.6646059742792,52.975642439212976,0.6139,0.60902,0.75296,12.42003,12.47122,11.69275,142.62906,123.8391,0.11937,21.09463,194.11061,9.42721,8.89988,142.66782,127.97882,0.09195,44.99881,16.74461,85.2056,102.38436,102.43627,102.48385,142.40613,142.69912,142.9922,8.14666,9.37569,10.84139,0.06375,0.21709,0.495,116.47577,126.05126,137.54788
286,175.84411,272.63779537983044,-27.11114987323889,0.66658,0.66114,0.79283,13.17832,13.23754,12.45495,2283.57514,89.82978,0.59638,175.06851,11.73924,331.68947,11.67108,2299.76791,85.36905,0.55927,171.97115,12.95172,309.69371,175.94202,176.20023,176.45513,2276.27021,2300.61138,2324.8064,11.23396,11.83076,12.55454,0.50171,0.57779,0.66776,82.14605,85.36872,88.47951
287,269.35562,6.648415025583239,78.68661341004676,0.37371,0.35963,0.49695,16.82357,16.94498,16.13001,2370.98156,139.37083,0.46267,305.61317,45.61966,228.32263,11.54122,2305.00698,137.7653,0.57626,324.52328,50.74758,328.98793,267.8754,269.09131,270.33436,2256.06126,2314.71208,2377.18295,11.15777,14.44165,43.36558,0.48508,0.78163,0.98185,107.04714,126.50353,140.96439
288,245.0204,112.00381009967319,27.170968280215074,0.65811,0.65456,0.79906,13.84547,13.88459,13.11228,2073.40597,104.99445,0.52992,113.03357,284.26029,220.66262,9.33913,2071.15588,100.08987,0.62735,277.30544,99.45155,188.5948,243.88897,244.4455,245.00785,2026.6283,2076.87242,2135.14245,7.76808,10.1598,19.5071,0.34068,0.70899,0.93538,94.02536,98.27516,102.95125
289,165.61459,13.091566447370191,-27.793058212948623,0.41057,0.40521,0.44151,16.43089,16.49248,15.70867,1900.50496,165.11242,0.60718,351.2556,350.90176,67.62534,6.72626,1911.65298,141.61723,0.41789,168.13512,179.12177,56.06689,164.77862,165.33134,165.89287,1887.12576,1914.24572,1942.32047,6.25298,6.90406,7.58422,0.12396,0.33238,0.53844,127.27193,136.04693,146.9721
290,88.32516,305.420582939043,11.684185529188792,0.34054,0.33668,0.48532,14.70041,14.72924,13.96216,895.60744,29.13132,0.45661,155.62645,61.71768,130.78345,2.1538,887.50679,34.86825,0.36135,192.62795,84.77486,272.95944,88.37314,88.44957,88.52515,875.75887,886.65461,897.85458,2.0092,2.36206,3.10448,0.12408,0.37045,0.79118,32.20732,44.26845,56.29038
291,86.95492,80.18048805341061,17.098844392177607,0.18443,0.17132,0.26482,16.40283,16.59735,15.74317,406.39603,104.82025,0.64132,47.09243,131.46915,37.48407,9.83026,406.71585,107.06847,0.6223,76.35188,132.85197,69.17982,86.72385,86.89061,87.05677,405.30423,406.99773,409.04371,8.781,12.2732,31.46898,0.5082,0.79013,0.97149,95.59608,102.81832,111.05006
292,113.88023,85.06915213348582,54.18337066048681,0.32448,0.30467,0.45377,15.11247,15.25145,14.42717,1355.67742,136.44166,0.65991,354.52957,58.29307,4.65389,9.2135,1363.26057,127.19906,0.48521,0.27633,63.66398,4.99711,113.90692,114.03914,114.17381,1357.35814,1364.95208,1372.51513,8.83851,9.24808,9.66781,0.42018,0.48786,0.55732,123.86459,126.89166,130.47344
293,56.49182,204.7981568737464,15.74851688161098,0.15133,0.14994,0.22427,15.59329,15.61719,14.8526,3444.08595,133.07928,0.21694,38.59898,326.52124,76.14925,1.13722,3662.12233,117.60748,0.44374,199.80624,167.64513,3386.65496,56.44939,56.49371,56.53988,3544.72148,3967.05496,4825.374,1.07526,1.24268,1.63845,0.3637,0.62514,0.87631,110.68595,116.45149,123.04121
294,109.51541,59.35592299616169,49.77790289000103,0.41193,0.40145,0.52163,14.90755,14.99939,14.19992,226.45467,26.04058,0.68635,331.56845,202.1687,13.04502,10.89284,226.87113,50.48353,0.61061,163.66422,1.17113,8.75629,109.39656,109.51251,109.63222,226.2864,226.86503,227.44933,10.65644,14.17499,46.99714,0.53178,0.86344,0.9911,42.51498,56.88681,74.65295
295,209.6928,148.76124679733158,-37.56583316509329,0.42466,0.412,0.54357,16.14373,16.24848,15.44227,4155.28737,56.80441,0.13481,29.65223,187.65427,365.45635,11.10362,4053.73068,57.47472,0.12999,238.86189,9.38475,724.32104,209.9423,210.54872,211.12713,3938.36367,4214.3829,4918.78085,10.55072,11.0483,11.55357,0.07533,0.17851,0.32705,51.47656,56.32084,60.1701
296,175.21783,168.44449213792774,-9.3065095994751,0.39859,0.38525,0.52685,15.76415,15.86941,15.06293,1507.78809,64.17726,0.7699,85.23345,24.92235,63.91252,11.62474,1526.15935,64.9294,0.84057,96.12102,8.43509,74.80626,174.2642,174.72136,175.16971,1480.3301,1514.2481,1538.83415,8.66292,13.04661,29.35481,0.70018,0.87357,0.97513,54.8982,67.94851,79.77329
297,94.94389,118.83367750262997,59.42519437386846,0.20683,0.19517,0.30422,16.26943,16.42282,15.59085,2207.3704,84.31018,0.68151,245.84841,145.28054,188.46783,8.05074,2211.86095,85.58338,0.714,253.49599,144.2607,203.78169,95.01868,95.1721,95.327,2193.12695,2212.76483,2232.12001,7.44772,8.17472,9.09706,0.66224,0.72358,0.78178,83.99593,85.68426,87.33728
298,118.62757,259.43528490257245,85.245583160126,0.46937,0.46706,0.62722,14.23988,14.26011,13.49737,2847.57302,128.51911,0.20948,149.13571,269.03985,270.61487,2.85523,2840.24755,131.87224,0.57986,336.84404,79.84492,420.81442,118.53633,118.61301,118.68921,2762.22587,2856.46668,2976.4602,2.69851,3.04232,3.80438,0.50009,0.65977,0.85349,121.91735,130.37145,140.08775
299,223.23356,77.38080619526222,-20.091484101780736,0.61819,0.61318,0.68876,14.79062,14.83688,14.06093,3186.27724,40.11029,0.12263,350.57312,57.55793,419.53337,8.10705,3103.47909,36.93054,0.18399,347.32736,44.58707,258.23429,223.0367,223.42524,223.82436,3052.10992,3105.4608,3165.55759,7.79637,8.13486,8.47987,0.1218,0.18395,0.2478,32.07542,37.50865,42.13055
300,149.1212,253.17952702419285,-31.620898656416024,0.28085,0.2703,0.40536,16.26162,16.35965,15.55695,1079.39507,94.78357,0.55403,161.74432,130.17756,23.35287,8.72914,1079.20372,103.9283,0.82895,161.27867,128.01493,26.15658,148.43035,148.86317,149.31026,1061.92312,1076.97632,1091.34588,8.41493,24.92692,215.03199,0.85113,0.99699,0.99994,90.96548,97.43754,111.74453
301,46.10197,61.76004623109289,7.260145833105438,0.26226,0.2591,0.2907,15.23556,15.26923,14.49969,700.71008,57.68419,0.54603,140.59259,44.68851,107.32871,1.9383,701.62707,54.79781,0.50943,147.65808,42.404,109.86642,46.06579,46.09262,46.11956,697.28632,702.20814,707.21065,1.76356,2.09531,3.9361,0.36729,0.59789,0.93721,49.44777,57.7892,66.92995
302,189.97923,29.244519161631107,45.47305967593128,0.24717,0.23395,0.36654,17.03043,17.18097,16.35052,2847.11172,89.92015,0.12554,27.71862,227.16806,240.88985,9.54381,2942.95997,91.00187,0.29928,212.21708,45.76067,233.80958,189.44371,190.35421,191.3314,2852.39565,3008.1455,3290.28307,8.56534,9.85523,11.8497,0.17228,0.39668,0.66149,87.26615,91.72643,95.81952
303,57.84358,4.078112148803673,4.2813759989267695,0.13199,0.12953,0.14357,17.20725,17.28183,16.49133,1571.24305,47.03574,0.72044,184.39474,171.71624,207.2373,2.57753,1616.72514,67.37766,0.6726,217.54312,177.45405,362.24328,57.58532,57.69628,57.80877,1594.39316,1616.91492,1637.77847,2.35233,3.08232,7.98281,0.5424,0.82166,0.98533,60.77271,70.71189,79.97953
304,70.97142,347.7590814860082,-24.804150473925173,0.51661,0.50683,0.64815,12.78907,12.87817,12.08013,625.4767,121.70382,0.51775,37.58698,228.27747,81.26113,12.97566,625.7044,123.79513,0.56913,221.33406,49.76741,82.95051,70.94381,70.98428,71.0256,624.50323,625.70326,626.86374,12.5033,13.03713,13.62639,0.5184,0.57283,0.62773,121.32017,123.59371,126.01237
305,217.38318,14.034740575276274,-59.46995469656202,0.19338,0.18092,0.29348,17.6044,17.80593,16.94792,1889.77127,78.53671,0.28504,23.46048,0.24413,292.64825,11.23914,1845.64102,82.05845,0.17493,262.93126,178.11404,548.1987,216.3175,217.53071,218.73173,1810.14459,1852.5416,1902.26967,10.37796,11.74079,13.55272,0.08747,0.28391,0.63618,74.43083,81.18879,87.28523
306,222.65572,324.69130363846295,23.26303840457982,0.36144,0.34989,0.48152,16.74074,16.84533,16.0392,1371.53744,31.43258,0.41836,90.75712,55.96943,108.02565,10.04463,1378.65085,33.58046,0.43824,70.36715,45.87594,0.91266,221.06196,222.04104,223.05755,1357.66444,1383.44648,1409.67808,9.01613,10.34383,13.59856,0.15406,0.38588,0.71311,31.14318,43.52008,56.33849
307,228.72459,344.54800711572625,-70.74677281913752,0.56337,0.55641,0.6491,15.34697,15.40736,14.62417,3204.25526,148.20968,0.15494,348.04682,91.42927,24.2749,9.56279,3240.37563,148.02489,0.18015,341.49824,96.37648,3158.1662,227.89399,228.33666,228.79321,3173.55686,3241.85812,3319.56399,9.17254,9.64273,10.13459,0.09552,0.1773,0.25754,140.50848,146.34308,153.16975
308,334.78094,132.2695898460773,-76.08224408693499,0.71053,0.70611,0.79369,14.57393,14.61577,13.84207,3280.4339,164.2537,0.75108,68.57717,8.10384,438.03468,8.50182,3046.33579,143.04709,0.66154,217.01724,160.42232,454.77672,333.58262,334.22248,334.91999,2936.66839,3126.00265,3421.65333,8.12168,10.10128,21.36499,0.59722,0.78963,0.9653,113.2224,131.89318,144.71782
309,126.01944,118.56575895686404,19.504606073358488,0.52989,0.52427,0.64805,13.99836,14.04945,13.27103,663.94969,24.66715,0.53459,340.82395,173.33735,35.38347,7.51552,663.78999,33.43214,0.43017,22.20771,136.18513,41.94623,125.91471,126.04996,126.18514,660.62145,663.9022,667.23698,7.2051,7.80325,8.49761,0.3295,0.43811,0.55647,27.40244,37.69895,46.28747
310,239.85462,178.8148712485259,-57.23288420553263,0.46893,0.45879,0.61208,15.8565,15.94695,15.14821,3313.95513,114.57604,0.46073,202.62642,47.48236,161.19909,11.27191,3482.0747,115.0412,0.37025,192.95919,45.9312,77.85034,238.13326,238.75613,239.39355,3415.41007,3645.8463,4091.57814,10.60508,11.28551,12.00454,0.32065,0.43757,0.57289,112.33577,115.60072,119.14931
311,100.31703,321.5163456220935,65.19722087253204,0.31316,0.29753,0.42837,15.08207,15.19589,14.38492,2702.76947,151.50942,0.281,197.11104,161.20375,365.62972,7.38747,2714.62782,145.99068,0.19925,208.03251,159.89754,462.25763,100.26499,100.3435,100.42214,2696.17356,2715.42595,2734.74694,7.19357,7.39079,7.58903,0.16168,0.19838,0.23521,142.72405,145.75922,149.10455
312,120.91931,79.45616765908515,-14.132255153653032,0.1831,0.17264,0.27776,17.58159,17.73887,16.90481,2494.00108,132.62561,0.61676,268.59432,318.95449,276.45585,6.89978,2451.24631,121.89108,0.55226,122.15052,131.33643,569.54389,120.11442,120.60768,121.10086,2352.06341,2439.24169,2527.70838,6.33756,7.91727,17.46982,0.46066,0.66917,0.93575,103.57064,115.82614,125.31194
313,85.06692,187.35139508371563,-15.578525664170641,0.31638,0.31019,0.42518,15.15729,15.21739,14.43435,402.28953,147.53096,0.51631,83.99553,216.34768,5.36227,8.70639,403.07911,113.3622,0.85761,269.43675,43.58039,10.93628,84.95277,85.03322,85.11209,402.11583,403.23089,404.41866,4.99586,6.76766,14.60823,0.44927,0.75434,0.95314,103.16704,116.2013,130.23743
314,162.2372,62.54423610960081,82.88755694124667,0.47827,0.47044,0.60676,15.0603,15.12751,14.34081,2659.35551,139.92435,0.61521,177.70206,105.09927,181.88778,9.01241,2605.71225,135.13786,0.57345,190.91018,123.07847,137.26786,162.14669,162.3369,162.52639,2573.90075,2606.39058,2640.71439,8.63275,9.13059,9.6795,0.50479,0.58868,0.67771,130.64037,135.35594,141.43571
315,294.53123,119.59339618220463,-54.28320140103754,0.37559,0.35885,0.51003,16.77267,16.89292,16.07855,2163.14665,76.36684,0.13467,38.63679,88.73777,75.62012,12.61257,2076.92108,86.99033,0.23902,7.93913,90.43228,1991.5479,293.41372,294.71242,296.11238,2035.4537,2093.97691,2159.61211,11.26633,12.89442,15.06777,0.08171,0.27619,0.63712,80.37623,86.46104,92.40801
316,262.34528,305.9290946221871,-13.742654232332477,0.45144,0.442,0.55374,16.40242,16.48079,15.68832,4891.34003,86.7146,0.67423,255.10099,88.36971,313.67752,9.21951,2833.15331,86.50645,0.23992,62.41459,103.43585,1570.64533,261.80684,263.26579,264.58332,2688.49633,2867.90239,3395.2983,8.57792,10.05003,12.41466,0.08375,0.29848,0.66683,81.49106,87.75539,93.55416
317,125.11284,326.3810709811547,34.89494906498286,0.2913,0.27554,0.39801,15.67544,15.79793,14.98238,3253.63576,160.78642,0.43884,192.30368,163.95377,437.8775,7.05944,3170.96862,150.87853,0.37945,193.30486,162.84376,446.4301,124.8851,125.06115,125.23346,3113.6936,3177.69374,3252.04478,6.82663,7.07473,7.3184,0.34181,0.38314,0.42504,146.12716,150.56109,156.13608
318,90.26091,143.9687997371203,55.14438032869001,0.87065,0.86397,0.91436,9.74683,9.79831,9.01969,217.02351,49.82156,0.63723,149.51215,17.52408,11.13548,12.29936,216.87367,51.54073,0.52921,130.56893,33.80343,9.38886,90.13845,90.19542,90.25378,216.60706,216.88158,217.16483,12.01007,14.06328,28.65263,0.50627,0.6816,0.95565,40.44193,51.0076,60.74829
319,261.60848,87.5652208610665,-25.195482679213736,0.19869,0.1853,0.2879,17.91392,18.12307,17.26089,2156.81999,118.07331,0.37246,289.20596,141.83687,231.73088,11.57241,2125.63758,118.84549,0.22002,257.50417,142.17241,2090.6619,257.42882,259.62734,261.85683,2084.45107,2147.53528,2212.96733,10.34395,11.79908,13.56587,0.08638,0.25381,0.50097,109.94309,117.50937,126.14447
320,223.06637,248.19017183941216,-66.78915571015156,0.72178,0.71566,0.85538,13.08966,13.14764,12.36569,371.11137,100.14509,0.09162,341.92331,150.45731,41.46019,12.49282,369.77962,102.29387,0.32333,128.70907,137.18798,200.93482,222.50771,223.29438,224.53587,367.89886,369.41826,371.019,11.6439,13.58336,18.10941,0.06892,0.20348,0.48586,89.27798,99.06124,106.18382
321,207.40504,359.0245262857763,16.842461536619734,0.55132,0.54449,0.67932,14.72875,14.79393,14.00827,1579.42696,61.16476,0.72851,260.21435,158.54245,231.22397,10.37511,1571.74705,63.39228,0.69565,252.18257,167.9849,222.41494,206.67526,207.10054,207.53412,1548.42159,1569.7127,1588.12499,9.8526,12.8477,27.14088,0.6481,0.82606,0.96658,60.65811,69.34421,78.74608
322,103.22497,142.09671967754352,-51.49875009828829,0.14942,0.14494,0.10537,18.85975,19.01017,18.17978,1744.64112,159.85795,0.12509,185.5745,248.9654,70.48121,4.36648,1722.38335,152.815,0.06733,321.24339,144.85683,1222.25859,101.92925,102.432,102.97314,1688.81527,1723.11617,1760.90769,4.24314,4.74785,5.31702,0.05311,0.16782,0.35189,131.41002,141.41631,152.41084
323,159.29912,139.62655136876515,-27.08244458549512,0.2003,0.18495,0.2969,18.00003,18.22582,17.35449,944.41063,130.37033,0.21923,133.68059,342.18496,107.04301,12.70519,928.71693,151.88262,0.45683,309.18157,142.11993,155.83515,156.44898,157.52619,158.56764,916.00458,933.18767,949.7322,12.50106,15.00719,24.90011,0.29369,0.57743,0.89601,121.36624,135.1174,148.05755
324,93.68698,59.06620332681617,74.90497845726073,0.35997,0.35865,0.41373,15.5141,15.53358,14.77122,2979.26931,86.48174,0.90968,162.16204,292.84958,426.95246,2.13178,2969.17023,88.96122,0.77657,327.34747,118.23206,406.52254,93.61138,93.69863,93.7859,2850.12629,3079.31905,3583.54369,2.26709,5.17547,20.00159,0.8659,0.99028,0.99944,84.88931,89.61311,93.24841
325,201.27172,114.60382182724278,15.748491663421229,0.49582,0.48601,0.61387,15.44018,15.52377,14.72859,3062.10903,94.71118,0.21311,265.20529,46.83288,170.12078,10.7104,2937.44261,91.45513,0.12317,221.2246,45.72689,2765.55086,200.3806,200.92402,201.47321,2861.25453,2954.92863,3098.61927,10.23329,10.76556,11.32366,0.04592,0.13021,0.23684,88.11393,91.51821,95.05256
